score,MolW,cLogP,RotB
-59.64,304.503,4.0066,4
-61.4601,327.403,4.86312,5
-56.3701,271.229,3.7739,5
-53.42,412.902,4.0652,4
-66.6902,396.472,2.73812,5
-59.3899,372.416,2.8518,5
-60.23,395.454,2.0506,7
-49.0299,442.277,2.1298,3
-56.71,359.47,1.3421,5
-60.05,337.832,2.78688,6
-55.1798,361.186,4.36668,2
-53.5001,343.427,2.69412,3
-52.63,381.429,0.6803,5
-68.3002,391.479,2.3691,6
-57.8299,330.334,2.6219,4
-58.9599,363.481,1.3139,5
-52.7799,348.495,1.7192,7
-56.1101,302.443,3.3027,6
-44.3499,265.357,0.254,3
-56.34,367.486,3.6007,6
-62.34,332.448,1.728,8
-36.7401,344.253,1.5157,4
-33.9701,225.336,1.4958,7
-47.9799,415.479,3.28964,5
-69.48,343.374,1.1953,8
-65.0498,394.471,2.8464,8
-59.8899,363.849,2.15128,5
-54.9001,335.354,2.7033,3
-52.5001,308.403,3.86002,4
-53.45,300.468,2.8711,3
-59.0001,348.402,4.31892,3
-47.44,316.448,1.85274,3
-54.5199,302.349,2.638,4
-50.03,385.855,3.04258,5
-52.58,360.767,3.3934,3
-52.1898,394.46,3.0647,2
-65.0202,411.502,4.36034,5
-61.4499,392.308,3.0259,6
-54.7699,390.53,3.97528,5
-53.0299,320.37,2.2532,5
-60.5001,353.463,0.9659,7
-57.63,348.447,0.8505,7
-66.4099,349.883,4.84702,6
-54.5001,270.401,3.91752,3
-64.37,423.431,4.4338,5
-41.4998,383.105,2.9194,2
-52.7,381.461,3.33732,3
-55.79,391.44,2.8701,4
-50.06,330.383,1.34402,5
-40.9399,270.314,1.018,6
-55.6498,348.443,2.1234,6
-54.0001,359.445,2.43812,7
-49.39,326.36,1.93556,3
-45.6702,394.678,2.95382,4
-67.5199,340.492,4.31456,7
-47.4201,346.836,1.6285,4
-54.8,316.401,2.55692,4
-53.6901,319.405,2.347,8
-55.07,387.896,3.1594,3
-43.37,256.342,2.1614,4
-57.5602,359.459,1.3698,4
-67.91,362.562,2.7019,9
-70.1202,378.402,1.867,5
-50.7099,254.333,1.6888,2
-50.9102,417.348,3.4063,7
-64.0198,403.862,3.21182,7
-62.41,460.958,4.8148,8
-44.9401,289.339,1.9528,7
-47.29,239.403,3.3583,3
-57.6699,370.534,3.591,7
-62.5898,359.47,1.8206,7
-62.92,394.441,3.48092,5
-43.9499,279.283,0.8521,6
-42.5301,243.303,1.9957,4
-51.8,311.332,2.6756,3
-59.0101,358.482,2.9311,5
-58.5,352.416,1.3492,8
-55.9301,317.451,1.4161,8
-52.3601,279.409,2.6499,7
-51.3101,310.511,2.1254,7
-66.3001,357.498,2.90768,6
-45.91,255.321,1.9464,3
-46.5501,243.347,1.7805,6
-54.0698,358.368,1.57034,3
-65.8298,409.494,0.88958,5
-56.1001,387.295,4.3189,6
-54.1001,356.426,0.85032,4
-51.6,253.305,1.8448,4
-72.6499,344.43,4.0078,7
-53.8001,295.386,4.44164,2
-64.5,444.457,3.3403,3
-66.5798,422.469,3.4004,6
-53.9899,308.385,2.92654,3
-66.2499,381.545,4.7486,4
-54.9198,438.45,3.1886,5
-61.5098,437.512,2.6211,6
-63.3101,356.514,3.2848,6
-69.89,432.52,2.7925,10
-63.9098,459.568,3.20362,4
-51.9999,337.401,0.1849,5
-55.76,353.399,3.5964,2
-67.0501,433.549,2.5449,6
-65.8501,358.446,0.2457,7
-47.1698,335.256,3.1344,6
-60.3601,351.491,1.3,8
-54.3199,312.417,3.2584,2
-51.2601,345.395,1.595,3
-59.9801,344.418,2.88328,5
-68.0098,380.4,4.36818,5
-52.92,289.383,0.8104,5
-44.8398,437.206,4.9875,4
-57.1699,356.445,1.80152,3
-61.1901,352.435,2.1373,7
-49.87,292.429,3.74472,5
-66.4502,380.448,3.70772,7
-69.8998,356.47,2.238,8
-53.13,309.41,2.3558,3
-56.4602,337.42,1.8089,9
-56.1201,340.452,3.861,6
-44.0301,312.41,1.1209,7
-45.4499,299.436,1.7042,2
-51.91,322.336,1.611,4
-60.7199,327.354,2.829,7
-56.3201,439.578,0.9033,8
-50.35,322.434,2.88454,7
-57.7801,360.263,2.7216,4
-54.9599,345.773,3.8816,5
-49.6098,360.458,0.2982,3
-47.87,247.357,4.7406,2
-46.6599,357.679,3.3324,3
-53.8501,337.449,1.5656,6
-41.11,340.21,2.9232,2
-52.0501,325.419,1.4089,7
-53.8301,330.394,3.2012,5
-51.0801,287.403,2.6155,2
-48.0501,337.388,0.9877,4
-53.8099,347.463,3.0527,4
-50.4202,350.805,2.01572,6
-65.8801,356.388,3.3606,5
-51.3199,311.422,3.0615,4
-52.9399,289.278,1.2455,7
-54.12,349.434,3.07,5
-57.8701,334.37,3.2261,5
-61.6199,360.502,1.4388,4
-57.1601,357.476,2.61842,7
-44.7201,330.413,3.7952,4
-55.6499,387.448,2.6476,6
-47.4998,346.431,1.3663,3
-56.4298,341.238,2.8339,4
-57.2901,358.442,0.7821,3
-64.09,426.513,4.77192,6
-60.6799,295.426,4.6049,7
-60.9398,429.456,3.54202,7
-47.2201,343.814,2.2954,2
-52.4199,297.362,1.38078,6
-55.41,358.785,2.1944,5
-48.3099,352.498,2.1116,4
-50.5302,361.273,0.689,6
-57.1499,309.417,3.2067,4
-64.1101,444.2,3.6709,5
-56.1701,331.387,4.32002,6
-40.2799,352.454,1.41948,3
-63.9199,324.877,4.33942,8
-60.1501,385.533,4.70912,7
-47.1199,340.427,2.0698,3
-57.18,265.466,3.4976,4
-60.7101,397.479,2.9356,3
-68.0101,392.507,3.95332,8
-48.1902,441.553,4.42852,9
-57.4,313.781,1.655,7
-53.8702,345.827,2.2654,3
-45.9699,266.307,1.5493,4
-62.59,345.45,3.9885,4
-50.33,271.401,2.3689,7
-60.4301,359.47,1.4367,4
-47.51,308.344,1.8019,4
-60.5501,414.383,4.6004,2
-47.6001,298.39,1.78022,5
-42.4599,345.447,0.2039,2
-40.0601,251.359,2.2354,5
-58.44,370.49,2.3817,8
-51.1401,318.467,3.3114,3
-66.4701,438.955,4.7346,3
-58.6501,398.525,2.9252,6
-48.8099,325.25,1.1591,5
-58.2299,355.479,2.0545,7
-53.85,303.288,1.665,5
-48.88,390.322,1.4681,6
-50.3298,379.888,3.7006,4
-48.5,245.326,3.1193,6
-56.3599,356.345,1.77668,4
-46.01,338.396,2.54252,3
-46.86,239.322,2.55042,1
-47.8499,360.321,2.95984,5
-66.7402,359.514,2.5314,10
-54.5298,353.438,2.8295,3
-44.13,271.257,4.1478,3
-63.9001,348.41,2.72652,5
-55.5698,335.875,4.2212,4
-58.1698,350.463,1.60482,9
-34.22,253.346,1.95924,5
-51.4299,349.497,0.3232,10
-59.5401,355.211,2.6941,6
-54.22,425.823,3.6779,4
-62.76,405.447,3.0509,8
-50.2099,359.451,2.03422,6
-43.1899,251.644,3.10308,2
-56.7599,370.471,0.6338,10
-68.1501,394.497,1.7085,8
-54.5201,336.407,1.5533,3
-65.55,344.503,3.1404,9
-54.2299,339.461,0.5814,4
-54.7201,413.238,2.4341,5
-66.21,337.467,4.0611,8
-53.9099,356.304,2.3725,5
-52.7899,328.416,2.0878,3
-59.8699,306.362,2.312,7
-35.58,331.239,1.6877,1
-58.6101,349.475,2.5014,4
-51.5299,394.493,1.1441,2
-41.8499,272.37,1.7208,8
-63.4799,357.845,3.8571,3
-50.6101,320.433,2.4223,5
-66.42,348.495,0.1391,8
-71.44,474.344,4.2437,5
-57.3799,349.46,1.16412,4
-60.6401,354.372,3.7125,6
-47.85,298.343,0.8361,5
-56.0498,338.455,2.837,5
-50.0401,302.403,2.414,5
-43.23,220.316,2.71364,3
-41.19,254.355,2.3494,2
-55.49,340.467,3.6712,3
-55.1501,331.403,2.9023,3
-38.4601,213.321,2.2655,5
-47.8199,280.393,3.04556,5
-44.3001,376.298,0.745,1
-64.99,402.457,2.4256,8
-51.9598,378.465,3.9984,5
-50.8199,303.406,2.8447,4
-61.3401,359.357,4.5563,4
-57.2598,324.4,1.1947,8
-53.36,391.518,3.72212,6
-61.49,358.446,0.7407,8
-59.8501,358.433,2.51742,10
-58.7499,346.452,2.99042,4
-53.3,326.347,0.9247,6
-60.13,349.416,0.6185,6
-61.7101,396.495,0.292,4
-60.8701,327.468,3.4133,5
-48.36,247.329,2.9706,5
-52.56,336.388,1.5627,6
-40.18,253.689,1.114,3
-56.18,359.43,0.9353,6
-44.1399,347.383,1.43522,2
-57.5498,349.435,0.0282,8
-66.8102,396.966,3.99818,5
-58.5801,346.353,1.8717,4
-63.5901,299.418,2.64612,6
-51.4401,346.858,1.8932,2
-61.8,342.439,3.9141,3
-50.4701,329.366,2.4761,3
-54.88,337.445,1.4394,7
-57.74,342.384,2.05482,5
-56.1201,382.464,0.9634,4
-58.2001,263.381,3.8638,5
-62.1999,351.41,2.5475,5
-68.4499,400.519,3.529,3
-61.1,336.476,2.4411,3
-50.2001,322.393,3.7172,3
-73.3401,416.587,3.3615,10
-56.8,288.426,3.666,6
-38.03,198.229,2.03282,1
-57.1199,311.36,3.6006,4
-53.6101,344.505,4.61018,5
-47.1899,290.342,1.4228,3
-55.2102,351.422,2.47812,4
-61.4101,370.478,3.526,7
-55.56,315.465,3.9845,5
-52.84,349.45,2.75378,5
-47.0901,271.43,2.94832,6
-59.4901,443.618,0.1371,7
-49.9601,352.435,0.0601,4
-58.6501,308.425,4.072,5
-46.9299,325.412,2.8539,0
-44.7701,339.288,3.4031,5
-69.27,354.498,3.4168,8
-58.34,357.837,3.3304,3
-58.9101,360.483,1.95052,7
-61.44,347.415,0.5792,4
-50.0002,418.303,4.1792,6
-55.57,355.482,2.90932,3
-59.99,358.265,3.5528,6
-67.56,349.478,2.52062,5
-62.6702,389.883,3.06624,6
-52.5201,356.288,1.4579,4
-57.09,318.373,1.7368,5
-52.8899,275.352,0.8614,6
-65.6099,332.488,2.8255,9
-68.1099,425.501,2.941,9
-65.5699,376.423,3.55662,4
-61.24,312.417,3.35702,5
-59.6301,358.507,3.2716,5
-55.81,390.889,2.81742,6
-48.1299,266.341,0.4039,3
-50.7501,327.331,1.7649,4
-64.4199,370.472,3.26558,3
-59.2599,357.351,3.1917,5
-43.5399,248.33,0.2217,4
-56.3199,320.307,2.9807,6
-52.83,307.394,2.23562,3
-50.5199,337.427,3.76092,5
-41.8101,228.292,1.0346,5
-43.9599,239.278,2.1158,1
-53.63,350.459,1.2601,6
-49.76,358.398,2.1246,6
-44.7199,278.36,0.2041,4
-54.0201,278.315,2.1725,4
-67.3599,354.397,3.9425,6
-68.2899,354.491,1.7537,9
-68.4202,452.353,0.7237,6
-45.1701,281.444,2.6429,1
-42.8101,273.362,0.0223,6
-46.93,311.393,1.39104,3
-50.8498,357.458,1.1699,5
-69.94,399.454,4.38458,8
-58.47,358.417,2.3374,4
-43.2901,315.385,3.9929,3
-55.9499,345.374,2.5999,3
-59.4199,359.43,0.4171,6
-55.8402,317.389,2.5692,6
-45.36,376.497,3.35404,4
-47.94,326.331,2.22262,1
-49.0599,330.425,1.0046,7
-50.8399,334.416,1.2354,4
-64.48,392.41,2.706,7
-53.5202,438.503,2.9654,2
-50.5201,363.462,2.32752,4
-72.2099,352.453,4.04172,8
-50.1499,314.846,2.3938,6
-60.4899,322.408,2.7449,4
-65.6701,362.424,2.6543,5
-53.3099,347.459,2.60912,6
-52.1499,357.414,0.37014,4
-55.4499,290.432,3.0187,4
-51.02,255.281,0.3497,2
-61.9299,344.411,1.3513,5
-59.5699,406.418,1.7069,5
-49.1001,318.402,1.6626,5
-59.42,395.482,3.0074,4
-56.0301,395.341,3.0032,6
-48.4701,384.436,2.8504,4
-50.7799,342.395,2.18112,1
-57.3899,329.488,3.68638,9
-61.1699,354.454,2.35542,7
-46.18,349.822,2.29992,6
-59.3001,434.602,4.3921,10
-50.4401,440.313,3.6032,4
-55.2602,342.446,4.18038,5
-57.13,336.395,3.198,4
-54.33,312.457,2.5901,2
-52.5601,371.447,2.17758,4
-55.5399,326.465,4.88332,3
-48.5101,369.364,3.15862,3
-45.0901,350.44,1.9415,6
-40.6199,272.326,0.43694,3
-58.82,259.393,3.54052,6
-64.48,446.414,3.9688,6
-59.41,338.536,4.6283,5
-51.56,327.39,4.4974,4
-63.4499,394.471,3.9409,6
-60.3901,345.402,4.0168,2
-51,336.476,2.4874,4
-44.48,355.456,2.28222,5
-60.4702,340.464,1.8216,7
-53.9102,335.498,3.22132,4
-59.91,337.489,1.5971,9
-55.7199,399.426,1.4944,4
-52.7701,348.407,1.08542,5
-45.76,305.319,0.08408,3
-55.5299,347.418,3.0078,3
-60.38,368.485,1.66472,5
-46.5701,251.37,2.2343,8
-56.9501,443.481,1.7137,7
-55.86,327.45,1.217,6
-55.5801,333.436,1.142,5
-46.8299,302.374,2.3899,2
-48.39,392.184,2.7703,3
-58.6801,369.515,4.30474,6
-63.1199,324.512,4.7953,4
-40.1701,349.123,2.31158,2
-52.0802,383.34,3.1777,4
-68.2301,371.502,4.39082,6
-36.7801,232.243,0.56688,3
-60.4401,343.427,2.7148,7
-61.2201,342.197,4.1992,6
-51.7498,391.537,1.7841,4
-51.4698,335.492,2.8551,1
-47.7,274.242,2.7389,1
-59.5302,395.389,2.1893,3
-56.97,371.462,3.2788,5
-67.83,450.536,1.1864,7
-68.5399,444.51,3.92928,7
-43.0599,379.526,0.5849,3
-62.07,362.474,2.1413,6
-47.8001,354.382,0.0657,4
-53.7101,344.267,4.741,4
-60.1901,359.43,1.8781,7
-42.78,261.333,0.64492,4
-63.71,386.442,3.7211,6
-45.98,301.368,1.0237,4
-53.5799,307.3,2.8875,5
-54.8801,356.457,3.2112,5
-63.15,409.873,3.6025,5
-59.08,341.436,3.1092,4
-61.93,390.553,1.9145,7
-56.7901,343.427,2.43068,5
-62.4901,399.543,2.0874,5
-46.82,230.283,2.54292,1
-59.73,388.533,2.72252,6
-61.1698,413.441,4.78402,4
-65.68,422.537,2.67782,2
-62.05,349.479,1.1366,8
-48.6499,289.419,3.4773,4
-44.0501,302.382,1.5643,4
-55.1701,383.835,4.02662,5
-51.3299,279.336,2.4679,6
-42.8901,370.438,1.65662,2
-62.5,397.454,3.87464,6
-53.14,247.341,4.8997,2
-48,349.228,3.5202,4
-57.8799,384.354,3.29612,7
-54.6099,359.401,2.5747,2
-54.5401,353.422,1.81772,4
-42.1,259.147,1.0092,3
-58.2999,341.39,1.3075,4
-46.89,293.367,1.3122,4
-60.1598,340.467,4.34284,3
-41.3699,332.296,4.7335,2
-52.1301,357.462,0.71318,5
-55.07,336.41,1.5769,2
-42.5199,287.425,1.3121,2
-54.9201,397.508,3.186,5
-62.5698,374.441,0.8613,5
-54.5699,444.605,2.1222,8
-63.3299,375.453,4.18938,5
-40.1199,289.242,3.526,4
-59.5799,367.371,3.39428,3
-45.76,253.257,2.44628,2
-59.6002,303.494,2.8268,7
-62.1201,359.385,3.5167,6
-62.6999,479.068,2.1659,7
-54.5701,339.48,1.1622,7
-56.5002,391.468,1.7091,3
-61.9701,330.391,3.1081,4
-50.9799,324.384,1.28368,4
-49.26,336.48,1.7514,4
-63.5301,351.401,3.5256,7
-61.9001,315.413,3.26522,7
-54.7299,338.411,2.60628,5
-50.0701,351.248,1.1709,4
-44.64,365.249,1.86572,7
-48.0201,353.172,1.9216,2
-48.4,328.412,2.2183,2
-59.4001,435.446,3.7871,4
-48.2499,271.332,1.5326,4
-59.7202,389.887,2.5849,8
-59.34,396.963,3.2192,9
-66.4002,421.476,3.1417,4
-50.0399,363.414,0.556,4
-60.1,399.516,3.2857,5
-46.55,305.334,1.1239,1
-48.7599,350.463,0.6415,8
-51.7599,307.825,1.8125,2
-50.41,297.362,2.23482,3
-42.03,344.209,0.50462,3
-62.7999,360.461,4.56422,7
-57.55,345.403,2.575,5
-51.1101,313.357,2.103,0
-59.2001,358.482,2.8247,6
-74.7,417.554,2.98772,10
-47.6901,334.416,1.3939,3
-56.4801,429.366,4.4238,6
-53.8199,346.374,3.3371,6
-64.9299,363.49,3.1603,5
-56.2102,348.495,1.4058,8
-41.9799,307.313,1.7116,3
-53.6801,351.491,2.025,4
-63.2001,349.479,1.4413,9
-56.7101,341.415,1.03522,7
-63.8402,358.417,4.17952,4
-44.1501,270.14,4.8631,1
-53.9601,328.334,3.6763,4
-70.1699,449.519,4.3657,6
-61.3302,356.463,1.234,8
-54.93,331.287,3.6602,6
-63.5701,438.505,4.3431,7
-59.6499,356.319,3.3622,8
-36.88,291.394,1.5562,4
-49.3101,285.384,1.7588,8
-64.6099,355.392,3.1676,6
-59.59,400.36,3.84332,3
-71.06,432.528,4.11272,8
-56.2299,357.426,2.6431,3
-65.9,346.377,3.9919,6
-59.2599,396.369,2.6806,3
-74.1299,444.557,2.569,7
-57.8398,359.477,3.0471,5
-53.59,322.905,4.5364,7
-54.68,348.447,1.3461,7
-56.5102,391.331,2.1965,7
-65.0201,342.449,4.3589,7
-52.76,330.45,0.6855,4
-47.82,362.289,2.7891,6
-43.8799,273.492,3.3476,5
-58.14,339.827,1.6454,5
-60.1801,384.341,3.0066,7
-55.1399,351.362,2.0031,4
-54.2199,320.305,2.9396,3
-57.1699,344.374,3.465,3
-63.1701,361.445,3.7952,5
-61.05,381.484,2.273,7
-56.9999,380.164,2.9358,6
-50.88,373.519,0.11,5
-52.7699,359.434,0.7676,6
-59.0301,357.325,4.5086,6
-65.0302,358.526,3.3118,8
-58.4499,361.442,1.5232,7
-50.3599,276.29,3.1516,3
-67.15,426.897,3.49332,8
-43.1101,297.321,0.926,5
-56.38,356.373,0.58042,5
-55.8598,331.42,0.2302,3
-47.18,358.402,0.7801,3
-46.1598,311.388,3.0712,4
-66.7798,414.218,3.4772,4
-55.4,345.38,3.4488,4
-65.4798,362.468,3.4461,7
-58.97,345.389,4.0835,6
-45.15,321.229,2.6515,2
-56.42,362.445,2.06792,8
-61.09,357.429,4.98912,3
-45.8201,253.302,1.3004,4
-53.8598,342.439,3.5435,5
-50.49,292.423,1.5486,3
-60.15,348.512,3.128,8
-59.6999,432.298,2.7339,6
-72.2002,386.492,2.983,6
-64.1398,350.466,4.17972,5
-52.5098,357.414,1.0176,4
-68.78,382.504,3.018,8
-44.0099,285.369,1.0921,6
-54.59,300.402,2.6697,3
-54.4001,315.392,3.4414,2
-50.34,352.504,2.3968,4
-52.8001,299.378,1.57792,2
-57.65,335.338,3.7043,4
-53.59,385.873,1.4815,4
-53.3202,359.39,0.2191,4
-60.6798,440.971,3.4399,6
-55.7001,361.391,1.0862,7
-56.3699,358.482,3.5292,10
-52.6499,294.403,0.931,7
-55.94,313.319,3.8953,4
-53.34,438.709,4.2339,5
-56.26,292.471,1.8162,6
-67.27,340.394,4.8942,5
-53.6502,357.458,0.98638,4
-57.7301,350.459,1.5568,9
-52.7499,402.428,1.94408,5
-55.2601,302.422,4.2054,5
-45.1801,264.177,3.4391,2
-49.77,281.258,2.82248,3
-48.1901,328.463,2.64594,5
-54.5301,306.366,3.36124,4
-51.83,357.414,0.98942,3
-60.9602,372.426,0.1821,8
-58.5899,313.422,3.714,4
-50.8501,365.271,4.4404,5
-63.9798,332.444,3.49222,8
-63.5499,352.46,0.4563,7
-63.0001,306.303,3.4286,7
-43.3402,350.419,0.7146,5
-38.4201,250.346,0.5289,3
-45.3799,244.342,1.6811,4
-44.1999,308.428,3.521,4
-73.91,434.54,3.24192,8
-52.7001,342.48,2.4155,7
-50.2901,294.428,2.32472,4
-42.18,259.346,1.0654,7
-48.3299,308.309,1.1181,2
-48.6602,399.407,0.86542,5
-40.1901,270.398,1.7793,6
-62.5798,478.446,4.03712,6
-57.1401,376.385,2.9042,6
-52.3099,293.411,1.43392,6
-50.6902,323.343,1.9961,5
-55.93,351.403,0.1102,6
-55.58,361.515,2.1897,7
-59.0099,376.36,2.4696,8
-61.2999,351.357,0.3095,7
-44.2101,208.265,0.6822,3
-62.8299,396.491,2.3509,3
-58.1799,403.78,3.2124,5
-51.9701,322.361,0.4659,5
-48.7,330.436,1.3513,4
-52.97,342.42,3.0257,3
-63.91,357.885,3.2568,6
-46.73,338.368,0.6276,4
-53.8801,284.359,2.62694,3
-52.36,327.428,1.54362,2
-51.7501,285.299,2.77734,3
-42.1399,236.344,1.5974,5
-59.9102,378.517,2.55,7
-60.5999,358.482,3.5294,7
-52.2698,319.369,0.3521,3
-57.0801,315.457,3.2154,3
-57.0399,372.425,2.5538,5
-45.7299,285.746,3.8154,3
-52.8299,247.382,3.2137,4
-43.48,285.246,1.1962,4
-37.7001,267.373,1.0419,3
-46.5099,295.346,2.0911,5
-50.0301,378.385,0.928,6
-67.5399,431.521,3.57748,6
-44.41,280.276,2.2138,5
-63.7498,405.296,2.91122,4
-60.0199,349.412,2.3686,5
-44.2599,416.481,0.86424,6
-53.2001,359.47,1.5808,4
-47.2599,390.307,1.4101,6
-57.4099,440.422,3.1291,6
-52.0201,303.402,2.6921,3
-49.7802,348.403,0.89822,5
-46.31,233.314,4.0224,1
-62.2101,361.441,3.755,7
-37.02,306.378,2.1561,6
-55.7399,319.302,1.7544,4
-54.9101,357.462,0.9192,5
-66.55,411.506,4.10962,8
-59.8099,320.418,2.489,6
-58.2,325.474,3.4729,7
-50.21,283.24,3.2276,4
-52.6799,361.294,3.0927,5
-54.08,340.404,2.23872,1
-57.16,372.9,3.1537,2
-56.3301,403.476,4.3524,5
-41.88,282.332,2.57552,2
-60.6,449.942,3.35052,7
-57.1798,351.275,2.3013,3
-41.7701,318.236,2.5482,3
-42.3199,288.373,0.3891,4
-58.2901,292.31,1.7095,6
-54.4399,395.55,2.545,7
-40.36,300.101,2.1512,4
-51.9599,327.428,2.30672,3
-44.53,240.391,1.6335,7
-56.3698,354.418,0.88902,4
-58.8399,386.286,2.6614,4
-50.89,300.836,3.8533,4
-59.6999,349.431,1.1693,8
-59.1299,343.387,0.8729,5
-63.6201,361.49,0.6197,8
-57.6698,360.477,2.1972,3
-56.1999,387.484,2.50704,6
-56.9799,353.438,2.16174,6
-55.1402,319.392,3.9686,4
-48.2101,267.329,0.9771,6
-59.7402,363.414,2.5681,9
-65.6001,376.428,3.4489,7
-66.45,443.935,3.70922,5
-68.8901,475.593,2.335,5
-69.3301,319.489,4.3695,8
-52.26,355.895,2.49372,6
-59.3399,305.443,4.4934,8
-62.89,423.904,3.7518,5
-58.75,320.441,0.2289,6
-60.6601,332.875,3.57432,7
-49.4899,358.732,2.4978,6
-55.79,352.479,0.6402,8
-59.5101,441.509,3.054,4
-45.36,242.367,0.8711,6
-67.7302,396.491,2.8216,9
-47.3801,357.432,0.6535,5
-52.5199,426.97,3.9862,7
-53.65,390.48,3.3448,2
-50.5402,354.449,2.8915,4
-49.1601,338.256,3.82492,5
-47.3,311.469,1.3093,9
-60.3801,350.444,2.268,8
-59.4701,344.405,3.5061,5
-57.5098,353.463,0.7755,8
-55.9402,406.48,1.93594,8
-56.67,390.418,4.7341,3
-63.5599,336.907,3.8396,4
-50.14,372.409,1.7659,4
-60.7601,389.565,2.28712,6
-54.1799,366.303,3.1063,2
-53.9199,292.339,0.4715,4
-46.7399,283.375,3.11784,3
-63.0799,375.509,2.8328,8
-51.59,382.468,2.19798,4
-55.76,391.235,3.37102,5
-51.33,341.415,2.03548,4
-48.3301,199.338,2.3141,5
-48.2301,257.341,0.39998,4
-60.4198,358.345,0.7167,7
-53.8402,351.366,1.2545,3
-55.2201,338.452,1.4173,7
-51.29,310.386,1.98908,2
-43.4401,340.37,1.4397,4
-58.1001,343.452,3.91764,7
-46.7501,267.247,2.2325,4
-48.5499,293.436,2.94852,5
-59.5999,337.51,4.5151,8
-52.5001,281.396,2.8043,8
-46.09,253.367,2.6586,5
-64.02,459.524,3.67682,10
-45.8699,342.374,2.0021,2
-59.4001,388.541,2.40672,6
-72.52,448.857,4.0706,7
-52.3499,340.37,2.0202,5
-58.3101,354.372,3.78752,5
-57.41,415.295,3.01972,3
-48.4601,324.415,2.69432,3
-52.3902,352.435,2.2991,8
-66.3798,357.519,4.84574,7
-43.0801,281.4,1.1206,5
-41.08,315.425,0.422,1
-55.7599,361.467,2.3167,4
-37.8601,273.283,0.3207,3
-49.1,359.354,2.15134,4
-66.6001,368.506,3.1886,5
-58.2001,360.466,0.78342,7
-67.1599,377.536,3.29252,5
-53.16,317.32,3.3445,3
-51.54,311.422,2.5243,2
-58.03,339.357,4.65122,5
-57.5802,400.909,3.16812,7
-56.6401,335.492,1.7275,5
-42.1101,250.289,1.3102,6
-45.12,340.855,1.95032,3
-62.01,349.427,4.13724,6
-57.82,344.396,2.95104,5
-58.8701,352.442,1.88748,5
-54.0498,343.42,1.8737,5
-64.63,366.464,3.80738,2
-52.12,395.223,2.1178,6
-50.3398,429.539,0.3336,9
-48.9801,315.421,1.12512,1
-41.7001,295.427,0.5552,3
-69.1798,443.463,3.81098,7
-58.66,342.362,3.41838,4
-51.08,355.29,4.5841,4
-52.0701,392.493,1.6666,5
-56.5599,348.432,0.9791,8
-58.12,415.211,1.52792,4
-57.2801,280.456,3.1918,7
-47.1301,352.475,1.7222,5
-44.12,268.357,0.4755,4
-44.78,251.33,1.4034,6
-49.3699,383.539,1.4151,6
-53.7,329.379,2.4385,5
-54.94,303.774,3.9264,3
-48.8601,303.377,2.53912,3
-61.5201,359.445,3.8818,5
-43.69,255.318,0.6488,7
-48.2399,278.396,3.591,4
-53.9599,296.392,0.7592,3
-59.6,344.411,1.3455,4
-65.0499,337.529,4.2397,8
-58.7901,439.562,4.87702,4
-46.4099,299.411,3.4132,4
-55.1001,354.535,2.9662,9
-53.9199,350.325,4.3706,2
-58.9201,431.624,2.1158,10
-46.88,309.406,0.9722,3
-65.76,366.461,2.56,6
-40.9299,311.19,1.4337,6
-43.36,247.342,3.46004,3
-42.5201,271.311,1.6018,2
-52.9699,386.436,1.1116,5
-62.2901,328.309,3.4977,5
-44.62,295.358,1.94548,5
-55.4501,353.413,1.9145,3
-46.7999,328.363,1.65282,3
-46.4701,337.363,3.71872,3
-48.0299,395.301,2.5082,4
-47.09,419.297,1.3808,4
-57.5101,344.415,1.98482,4
-67.5701,349.425,3.2436,8
-53.4799,368.499,2.6276,5
-65.0101,371.408,2.5889,4
-51.29,328.384,4.40352,4
-44.6999,369.384,0.8779,7
-48.1998,355.742,0.1393,4
-49.56,318.329,1.572,5
-47.96,387.274,1.5213,3
-54.2399,335.4,1.0777,5
-65.9599,370.449,2.73852,5
-68.0401,474.577,3.2658,7
-50.9598,355.366,1.4056,4
-64.4101,382.46,2.83892,8
-53.3001,322.39,2.64522,6
-54.1899,360.389,0.9149,8
-58.7799,373.457,2.40654,5
-45.61,259.273,0.44982,4
-58.2301,342.361,4.1276,5
-58.82,444.25,4.57578,5
-51.3299,299.277,1.7571,4
-58.49,369.439,1.2581,6
-53.6,321.856,1.2529,3
-52.4499,309.366,1.6101,4
-54.2699,343.391,1.0156,5
-43.8601,351.204,1.4474,3
-54.92,353.47,1.8985,5
-62.9199,332.419,3.2695,3
-54.6199,425.342,3.7918,8
-54.5,354.407,1.3926,5
-60.1701,338.42,1.722,8
-49.2401,263.385,1.7085,2
-55.6,377.507,0.2051,6
-40.2501,305.603,3.349,3
-43.8301,254.443,2.0594,3
-63.1299,376.403,4.4802,6
-44.3101,288.355,0.87982,1
-71.0799,394.516,2.4075,8
-54.7801,352.397,2.0907,6
-52.5999,368.411,1.89112,8
-45.24,266.301,0.1256,4
-38.5001,321.41,0.45578,2
-42.1501,282.409,1.42112,5
-44.6799,271.376,2.2999,5
-44.4198,305.396,0.2655,6
-63.8301,391.497,1.0163,4
-59.3599,320.345,1.4573,6
-55.96,369.4,2.2061,4
-55.0901,385.507,2.56814,7
-48.8099,280.375,3.4465,3
-59.4799,334.48,2.0109,7
-68.3202,412.559,2.4127,8
-48.4001,241.379,0.975,6
