score,MolW,cLogP,RotB
-61.4401,352.381,2.41048,6
-50.28,273.258,1.7863,3
-45.4599,354.248,2.31348,4
-57.2499,388.269,3.6819,4
-41.05,247.404,1.6013,8
-69.3999,371.472,3.8473,6
-60.86,357.361,0.0051,8
-51.7801,338.835,2.86702,7
-59.1099,340.489,2.7792,10
-51.06,341.44,2.7156,5
-59.0698,345.83,4.448,5
-55.52,349.378,2.5387,5
-47.9701,347.325,2.5908,5
-66.28,371.529,2.8833,4
-55.5898,356.272,4.15,3
-49.16,303.406,2.1097,3
-39.0799,296.327,0.0602,4
-57.0398,378.454,1.76762,4
-64.8399,398.956,4.4294,5
-57.4001,271.408,3.09994,5
-50.7,241.378,4.39732,2
-60.4301,368.474,2.0793,2
-61.2901,397.397,4.03432,8
-56.2201,463.407,2.5592,5
-49.6699,349.193,2.7198,3
-46.7899,381.317,1.9707,4
-45.44,357.435,2.0595,4
-63.0699,367.836,4.2415,5
-61.0098,380.491,2.1206,7
-42.8199,392.217,0.8158,3
-53.4401,370.371,2.6829,2
-41.51,263.37,1.1818,3
-64.43,380.441,1.5429,9
-53.8801,366.531,0.6564,6
-62.0001,367.43,3.20052,3
-53.55,385.407,3.9439,6
-55.91,349.387,0.3763,5
-48.8,335.448,1.89648,7
-51.8302,359.455,1.4448,4
-55.2301,341.333,1.5854,4
-66.1001,346.493,0.8184,8
-46.98,349.387,0.3731,4
-59.1701,386.349,3.0413,4
-54.9502,356.898,1.1831,6
-53.7401,353.442,1.1396,6
-45.4399,354.52,1.5026,4
-53.19,406.412,2.1527,3
-52.8,372.421,4.14134,6
-56.4301,349.475,1.9234,10
-75.5801,387.439,3.07568,8
-55.26,352.439,0.6667,6
-41.93,261.321,2.18108,2
-49.7901,345.786,2.70522,3
-60.9,386.517,3.66622,6
-67.5699,358.446,1.43782,8
-41.5101,190.271,2.5578,1
-61.8499,350.484,1.6085,4
-63.04,334.366,3.9861,7
-62.19,361.467,4.0042,6
-61.2001,359.43,1.3115,9
-55.29,357.353,1.7099,7
-59.0199,357.454,3.3773,4
-36.7901,244.342,1.04948,1
-57.7001,450.948,1.217,4
-54.82,339.386,2.7097,3
-61.29,359.474,1.8642,7
-48.06,316.386,1.5148,2
-54.17,460.578,4.9722,5
-54.42,357.429,1.93112,4
-55.6499,392.301,1.4472,3
-53.5701,346.416,0.5967,3
-66.5301,360.458,3.132,6
-59.14,354.382,0.4255,6
-56.4601,317.368,1.4199,4
-56.3201,397.258,4.0252,6
-41.8999,250.364,1.4847,5
-57.8901,369.912,3.7878,6
-57.2999,336.417,2.7399,6
-34.99,313.191,1.9842,3
-44.2202,395.887,3.2736,4
-63.5599,373.497,3.5423,4
-64.3901,416.503,2.79392,6
-60.16,332.451,4.135,4
-54.6701,340.452,2.3573,5
-61.3499,333.447,3.9561,6
-56.5801,335.831,4.97168,6
-50.3201,279.384,1.535,0
-54.6901,308.372,2.4816,3
-64.2801,352.906,2.3339,8
-49.35,309.41,0.0786,3
-51.32,267.442,2.6244,5
-55.9501,357.797,2.7709,4
-63.32,358.53,2.3045,4
-64.2001,377.51,2.3657,8
-46.71,291.351,0.9422,4
-50.69,350.178,4.9482,3
-67.5698,385.424,1.2932,6
-59.66,355.498,2.1634,6
-53.79,352.504,2.9616,7
-59.2901,356.51,3.0622,3
-50.9199,359.535,4.89534,5
-59.9402,443.374,3.73212,3
-51.07,284.4,1.2077,6
-58.8699,350.26,3.227,5
-45.3501,313.397,2.9623,2
-60.85,353.319,3.5075,2
-61.97,427.509,0.32532,5
-57.1499,313.423,0.99904,6
-54.1,310.361,1.0302,2
-59.6599,301.352,4.3088,7
-55.0001,358.508,1.2443,4
-54.56,369.465,3.76404,3
-48.0599,278.274,2.3886,3
-44.37,288.351,1.03632,2
-56.13,300.387,2.601,4
-48.7199,272.245,3.612,2
-48.27,310.438,1.7036,6
-52.35,354.564,2.0671,7
-61.2102,352.837,3.1981,3
-61.5601,283.44,4.95742,4
-59.56,357.458,2.12188,6
-54.6001,317.326,4.4702,3
-58.7401,300.421,4.4625,5
-55.0901,372.437,3.8585,3
-44.0599,332.452,1.0315,3
-49.76,278.331,1.7045,2
-55.52,353.426,0.6502,6
-55.1898,394.475,3.6883,5
-47.3699,294.424,1.69104,4
-64.8199,432.528,3.49194,6
-51.57,354.523,2.5036,4
-53.2001,331.382,3.5283,2
-64.4702,386.345,2.7752,6
-54.2802,353.375,1.4868,6
-63.9699,400.548,4.1698,4
-58.3498,374.503,0.7319,9
-49.0101,329.263,3.2216,3
-65.2299,396.52,2.7434,6
-67.3199,326.406,4.7944,5
-54.0298,398.309,2.7987,6
-51.0801,381.454,0.83042,5
-59.6801,410.421,3.0589,5
-57.85,352.475,2.661,6
-61.0699,336.386,2.2473,6
-53.37,272.776,2.3395,2
-41.7101,376.523,0.6191,4
-48.5198,350.506,3.9294,2
-50.7099,313.766,1.6196,5
-53.06,394.29,3.69232,5
-43.1999,269.348,2.843,4
-58.9001,323.506,4.4246,8
-60.5198,388.493,3.34874,7
-44.9201,319.232,2.2937,6
-53.89,327.396,3.4924,3
-59.61,313.422,4.45948,7
-64.8699,438.915,4.9075,8
-53.7898,382.258,2.5988,7
-54.1001,342.79,2.173,5
-48.6299,387.483,0.0476,6
-53.2402,325.403,3.67978,1
-54.5501,342.436,0.5717,7
-54.7901,352.475,1.6023,5
-50.4199,342.808,2.1802,5
-46.6601,295.343,0.12562,3
-49.2899,356.463,0.5521,7
-59.91,349.366,1.1228,6
-54.2101,308.422,1.5663,4
-47.97,240.303,0.2925,5
-58.8702,370.453,1.755,4
-43.3601,250.386,2.1525,2
-64.1998,469.929,4.53442,6
-49.6402,342.483,4.61434,4
-54.3201,332.469,4.54512,5
-45.6699,271.32,0.9994,3
-42.9201,307.415,2.8667,4
-54.5301,394.457,1.885,6
-57.14,366.465,3.17144,6
-44.2799,329.466,0.5452,1
-54.33,297.782,2.91822,3
-55.0499,363.368,2.126,5
-45.6399,274.43,1.6119,6
-63.95,357.454,3.53942,6
-55.7799,345.487,2.4593,8
-57.4501,388.489,4.5017,5
-55.0501,356.919,3.9023,8
-60.2301,354.491,2.8603,6
-53.8699,372.318,3.7545,4
-47.4098,374.894,2.7388,3
-50.2498,352.435,1.6431,3
-42.9401,324.78,2.4689,2
-53.4899,266.473,3.5227,4
-60.13,349.394,3.07362,5
-54.1301,342.483,4.36642,5
-52.1001,416.931,2.1032,9
-51.8399,273.292,1.64082,4
-53.4899,354.275,1.8038,7
-53.09,350.39,1.40512,4
-61.5402,356.426,1.1557,5
-62.1799,351.454,3.00792,2
-55.28,358.442,1.917,7
-57.4899,355.486,1.8761,6
-61.9599,399.491,2.98162,5
-59.28,317.367,3.87998,2
-51.11,354.436,0.2354,8
-57.2098,344.455,2.81842,7
-55.3501,266.429,2.9937,7
-51.6901,401.473,3.2723,3
-57.3998,333.497,3.4662,8
-48.5301,315.358,1.0086,4
-54.2801,371.344,3.8708,4
-45.0099,295.364,0.7842,4
-46.27,399.289,2.3103,2
-57.4599,327.375,2.26918,4
-46.9499,237.387,3.3156,5
-63.7199,358.442,0.496,8
-50.33,330.403,4.75404,1
-47.1499,304.346,1.0667,4
-44.97,355.46,0.48742,4
-52.1701,345.39,1.6803,4
-62.4101,353.422,4.2532,5
-59.3199,350.398,1.68046,7
-63.8801,420.513,4.3806,3
-46.02,297.302,1.2707,5
-46.1599,366.421,2.0514,4
-54.65,355.415,3.3594,5
-35.9901,344.502,1.1577,1
-49.9999,422.489,2.3713,3
-53.75,356.444,2.6093,6
-51.2799,328.372,1.33014,4
-64.8601,355.398,1.6806,7
-59.1601,352.435,1.6058,6
-42.5901,266.341,1.19018,4
-56.9201,327.432,2.62552,6
-47.1001,275.333,3.63234,3
-48.9501,343.442,0.1849,7
-54.0998,379.504,0.1155,7
-47.76,302.33,0.3109,1
-70.93,343.402,2.4778,6
-63.1801,379.485,4.6762,5
-62.2998,370.453,1.8163,5
-46.42,331.434,1.1902,5
-65.0699,337.358,3.1426,4
-57.2401,355.504,0.9112,6
-55.6699,301.43,4.99972,5
-57.8299,368.82,4.4399,5
-56.9499,347.459,1.518,8
-61.1398,358.417,2.0508,4
-43.4599,344.212,3.0756,3
-62.4098,396.487,3.22982,5
-48.4702,334.42,1.41492,4
-61.6799,377.448,2.9175,5
-54.59,376.865,3.7961,5
-49.1399,338.345,0.0255,5
-51.0401,385.214,0.8073,4
-65.45,436.313,4.3467,5
-65.42,334.891,4.6196,8
-57.01,380.798,2.5463,5
-45.0799,263.305,0.4672,4
-47.5101,342.346,1.8342,3
-51.9799,348.393,3.4823,2
-47.8899,346.431,1.1381,5
-41.9799,263.301,0.82992,4
-56.65,327.428,2.9664,6
-55.8299,350.415,0.7105,4
-44.6601,202.363,2.9267,5
-47.8299,347.419,0.5108,2
-48.4199,311.426,0.6623,6
-51.34,340.449,1.8618,3
-62.09,372.414,4.0385,7
-49.6198,357.386,3.7692,4
-60.75,311.425,4.92452,1
-52.8699,316.397,3.5062,2
-50.6601,279.413,2.4888,7
-55.7298,394.953,4.918,7
-49.0701,315.395,0.3946,7
-53.4799,309.818,4.13358,5
-53.7701,328.457,0.9987,10
-48.06,198.269,2.2434,1
-55.9601,355.345,1.33512,7
-40.0799,235.349,1.2255,6
-54.39,359.43,0.68048,5
-56.8001,331.368,3.1586,4
-49.8501,359.583,4.3124,4
-62.2599,400.504,2.66168,4
-50.7001,347.311,3.8877,2
-56.3498,472.567,2.55024,7
-55.78,321.352,2.52218,5
-52.2099,368.256,2.4995,3
-58.54,477.27,4.35394,6
-53.4299,331.34,2.31838,6
-74.6199,347.462,3.85212,4
-48.61,308.451,2.12512,4
-50.16,326.437,0.9432,5
-39.2599,216.277,1.5221,5
-59.0201,391.414,3.574,3
-55.28,359.514,3.2286,5
-40.2101,271.382,0.9282,3
-62.3199,322.368,2.1606,4
-45.98,303.288,0.6433,4
-58.5999,382.858,3.025,8
-61.2099,404.474,2.96294,7
-61.0598,358.486,2.1395,8
-46.63,382.279,3.1209,2
-45.1399,268.401,1.7905,4
-57.94,373.722,3.5394,5
-53.7,308.3,0.9384,6
-54.1501,363.853,0.8381,7
-42.55,280.416,0.8146,1
-51.8701,264.325,1.3213,4
-54.54,379.464,2.98032,3
-46.3399,334.326,1.0291,4
-64.36,360.433,1.9266,4
-57.2899,433.246,2.0081,7
-64.7698,424.364,3.38144,6
-57.3399,357.414,0.8767,3
-61.1999,382.468,2.6363,7
-49.3699,285.395,1.6657,3
-37.72,238.291,0.39402,4
-51.69,351.327,0.6935,6
-56.8899,299.37,3.1718,6
-54.5899,315.381,1.2423,5
-56.4,300.366,1.10248,3
-64.04,374.832,2.6496,5
-47.6101,302.325,1.7174,3
-51.4501,358.305,2.2833,5
-49.8701,389.406,4.11532,6
-53.3399,296.374,1.8664,4
-54.77,368.4,0.9185,8
-48.6899,299.374,3.67682,4
-56.7301,330.859,2.8594,3
-53.16,348.41,2.02064,4
-52.7299,347.802,1.1017,1
-43.9901,302.294,0.14094,2
-48.04,351.491,1.0086,6
-64.3701,342.531,3.2989,5
-64.19,315.461,3.9599,9
-46.0599,348.266,1.3341,4
-42.4702,337.445,0.4648,2
-50.5499,344.458,1.6305,3
-44.34,322.792,4.061,5
-53.4601,336.392,0.6084,4
-41.96,329.809,1.28888,4
-58.58,331.847,3.99794,5
-64.5698,353.788,3.9716,4
-31.9601,238.291,0.29012,2
-54.52,325.384,3.01,5
-58.28,336.439,3.6845,7
-58.65,326.412,4.75202,7
-51.0501,330.28,3.8899,3
-56.3099,356.536,1.3073,6
-66.08,357.454,2.46002,7
-56.28,355.46,1.0255,6
-49.62,311.304,0.8275,5
-55.4801,346.385,2.66932,7
-61.4698,430.452,3.6602,7
-61.7199,350.462,3.8263,5
-42.7701,339.464,0.07214,4
-56.3701,358.486,3.2319,6
-51.2498,430.49,1.72562,6
-49.6998,351.407,0.3185,6
-62.6502,356.857,4.5296,6
-55.1201,317.311,1.48592,3
-52.7202,357.386,1.16658,6
-51.14,290.367,2.784,6
-50.1201,354.451,0.4301,3
-39.2599,336.417,0.992,6
-60.1102,431.414,4.1196,4
-46.27,346.327,0.4318,3
-55.2699,321.417,3.2934,3
-52.9601,354.414,2.9559,6
-61.65,338.411,2.80002,6
-52.1101,360.364,1.28718,3
-51.4498,356.407,2.5088,3
-52.6699,313.401,2.81242,4
-59.9399,405.498,3.06378,4
-61.5598,337.305,2.2621,4
-49.2001,270.735,2.6691,3
-61.49,325.416,2.9138,3
-47.1001,424.26,3.22972,6
-44.28,253.298,1.4995,1
-66.1299,376.504,3.66902,6
-61.97,349.442,3.03182,5
-49,357.401,1.0536,5
-43.3601,314.324,2.10912,2
-60.8601,441.546,2.9275,6
-64.63,459.428,3.06172,3
-61.1899,353.85,3.0531,10
-42.8801,225.336,0.1817,5
-56,327.38,2.5079,4
-58.6701,440.532,1.905,5
-58.0399,370.457,0.3745,4
-56.91,345.443,2.1762,3
-58.0302,388.445,1.2786,3
-59.43,396.509,1.7208,7
-52.0302,413.496,0.5979,10
-43.68,273.174,1.8669,2
-68.0901,386.452,2.73612,6
-55.7799,355.887,3.5462,4
-48.6001,261.796,4.1495,3
-67.92,444.404,3.38204,4
-56.87,338.339,1.0102,8
-35.6901,245.286,1.3314,3
-45.7099,348.428,1.4638,3
-61.5899,362.364,3.0715,5
-55.3401,335.307,2.3618,6
-51.1801,351.41,2.76312,2
-60.2999,354.797,4.3689,3
-42.8301,274.246,0.61908,4
-51.6001,342.378,0.9711,3
-54.05,371.485,2.1586,3
-63.2999,383.536,4.78254,9
-50.1102,390.552,1.6434,5
-60.0599,398.286,4.303,8
-46.7301,280.368,1.73704,4
-65.4301,380.326,4.2657,5
-59.76,319.449,4.095,6
-46.5099,332.839,3.4196,2
-54.7499,372.4,2.82982,4
-42.53,313.308,0.8648,5
-60.6201,354.41,1.3764,4
-61.86,373.447,3.546,6
-61.1499,449.86,4.6683,3
-50.1201,310.401,1.69058,5
-60.1199,372.444,4.07732,2
-56.12,413.584,2.2759,3
-50.9901,359.455,2.80822,6
-53.1598,390.528,4.10822,6
-59.7,342.458,3.9673,6
-45.4999,374.198,2.0505,2
-45.7901,350.713,3.0242,3
-53.4401,364.453,0.6645,3
-71.3799,366.436,4.0081,6
-57.2501,335.408,0.60272,4
-37.3401,246.318,0.0913,3
-46.43,300.45,2.4158,4
-42.1801,303.362,1.4867,4
-46.3,426.583,2.23494,7
-68.0799,416.485,3.6303,6
-59.9099,353.463,0.6825,9
-44.8299,350.488,0.9389,4
-62.0599,346.537,2.232,10
-38.7101,291.141,3.62138,1
-59.42,344.324,2.3653,6
-47.0401,270.789,2.6832,4
-57.2298,385.464,3.7263,8
-51.1201,305.26,2.3277,6
-59.8399,355.46,1.3024,6
-53.8401,358.389,2.3609,7
-59.6699,385.836,3.1871,5
-57.9102,374.278,4.12312,6
-53.9399,296.386,1.217,2
-60.34,358.486,2.37954,5
-56.9301,352.519,2.981,7
-39.9501,246.376,0.5301,7
-50.5799,303.435,2.5286,4
-56.1201,340.427,3.1369,6
-60.4698,339.476,3.5986,4
-54.51,358.446,0.7594,5
-58.8799,325.46,2.31758,5
-56.3401,315.417,1.5925,6
-69.69,464.513,3.2227,7
-53.9001,339.436,1.5006,10
-46.57,338.415,2.24762,3
-57.8501,339.907,4.7434,9
-57.1801,332.787,4.99382,5
-56.0799,281.4,2.2208,7
-51.9501,342.367,2.7148,5
-44.9201,388.458,1.0542,4
-59.32,338.407,2.9307,5
-46.2799,276.402,0.5675,7
-55.6501,321.439,1.7544,10
-48.8599,282.409,1.9412,5
-47.54,361.227,2.5415,6
-62.58,344.48,3.17482,5
-65.8101,352.478,4.05682,7
-48.5899,303.2,2.7411,4
-58.3501,349.475,1.1579,4
-58.88,392.562,2.6156,8
-49.7101,353.396,1.8684,5
-59.6,349.862,3.97878,5
-41.5001,338.282,1.3324,2
-59.85,355.442,2.1079,5
-68.78,393.528,2.1455,4
-59.8501,377.558,1.3175,4
-52.0599,355.479,0.6278,9
-63.6302,401.873,3.24792,5
-50.2899,315.329,2.2374,6
-55.8998,385.237,2.1871,7
-54.1299,327.348,0.3367,4
-58.0698,380.464,2.9253,4
-53.0101,303.362,1.9626,6
-58.0299,350.507,0.7309,5
-38.1299,344.297,2.6199,2
-42.5199,256.758,2.6741,2
-60.11,357.451,2.0284,8
-42.86,255.391,0.7582,3
-56.4198,322.792,1.4778,3
-42.2401,318.171,0.75032,3
-43.92,220.276,0.4494,3
-55.6299,355.39,3.5849,3
-52.36,340.367,1.6079,4
-56.08,386.29,1.4896,7
-51.35,260.381,2.5241,6
-59.58,271.408,2.51714,5
-39,258.285,0.2381,0
-56.77,349.412,1.1286,6
-47.73,413.565,1.7834,6
-38.0501,259.349,3.4305,2
-62.0302,348.443,1.5024,10
-70.5099,438.571,4.9401,6
-47.2501,349.395,0.7543,2
-60.9599,384.867,2.9976,6
-65.1701,391.464,3.1209,7
-40.84,380.388,1.9165,1
-59.64,430.443,4.06402,5
-45.0799,233.311,2.5044,4
-43.7599,340.735,1.3616,4
-44.7001,374.388,0.6786,4
-40.8,267.35,1.9584,1
-53.4801,308.378,1.006,2
-59.1401,392.444,2.91824,3
-54.14,358.398,1.4923,7
-60.7302,368.363,0.9757,5
-55.6801,398.506,2.98336,7
-60.7499,354.541,3.1266,6
-53.5801,309.295,3.24222,4
-52.68,276.38,1.8358,2
-56.0201,327.831,3.2451,7
-66.0202,409.458,2.8673,7
-43.5299,360.222,2.6851,2
-44.0101,302.4,0.4374,7
-56.3099,398.55,1.4906,3
-58.65,359.43,0.8291,5
-64.4401,396.418,2.9717,5
-64.0199,423.538,4.5185,6
-63.1,369.412,3.49252,5
-53.1201,349.435,0.0987,4
-43.84,266.33,1.1187,5
-44,354.37,0.43132,4
-47.3001,378.416,2.2811,3
-41.2501,376.28,0.2121,2
-47.5299,312.822,2.1275,2
-48.3001,282.333,0.1179,5
-43.8,350.448,1.3932,6
-55.1101,347.459,1.0413,6
-58.7398,432.948,3.8906,9
-51.0099,312.764,2.3202,4
-65.03,357.414,0.3549,6
-54.0099,362.495,2.77114,7
-57.8001,359.536,0.7954,8
-59.1501,301.434,3.3121,8
-55.8299,331.445,1.82532,3
-51.57,344.459,2.00652,8
-61.4902,370.396,2.65152,8
-48.7199,277.328,1.43392,5
-56.3501,347.422,1.966,2
-56.66,320.359,2.6205,6
-66.7898,352.36,3.2382,5
-60.4,361.471,2.7324,5
-58.8601,318.421,2.73282,8
-53.7101,371.462,2.89247,4
-59.9301,358.457,3.2422,6
-49.9501,321.446,2.58722,1
-53.3401,302.44,0.835,5
-49.0501,244.668,4.5087,3
-59.8302,317.86,4.3744,8
-46.1401,334.419,0.54362,4
-70.62,383.452,1.0003,5
-48.0099,296.374,1.7268,3
-57.9702,349.5,4.20642,5
-59.6101,340.483,3.846,2
-65.5499,353.426,1.83578,5
-66.1101,326.484,4.14932,4
-50.17,359.271,3.5844,2
-35.7401,209.289,2.5499,1
-54.8401,308.385,2.0203,2
-61.5601,356.393,4.4003,3
-40.5999,270.358,0.43382,3
-64.6,397.548,3.6569,6
-54.9399,293.285,2.0696,4
-49.21,355.402,1.50432,8
-35.7699,206.226,2.28338,2
-56.0299,373.448,1.1627,8
-51.89,347.488,1.4296,5
-61.9202,353.466,3.1808,4
-50.8799,345.464,3.2783,2
-56.8801,313.401,2.88592,6
-65.2001,430.526,4.5703,8
-48.71,321.389,2.5906,4
-55.64,368.484,0.5232,6
-52.0099,366.424,2.8786,5
-51.02,325.497,2.2026,7
-63.33,342.487,3.7917,7
-49.4999,301.452,1.9893,3
-45.9601,328.338,1.42372,4
-54.4601,362.478,0.6031,7
-59.26,346.515,3.6574,5
-37.73,243.275,1.1321,4
-44.45,285.267,0.31738,3
-58.4898,389.496,2.6618,4
-62.88,401.869,4.50222,6
-57.07,324.804,3.3919,6
-67.3299,401.459,2.3051,8
-58.0799,371.481,3.6488,3
-49.0401,262.353,4.18,2
-60.3801,352.434,3.5371,1
-59.0699,362.47,2.5052,8
-43.5899,351.906,2.4228,4
-50.6499,325.474,2.9003,4
-68.0601,353.491,4.2049,7
-58.6501,355.442,1.47702,8
-59.63,395.427,3.4762,6
-54.6499,312.36,2.3828,2
-60.6299,413.478,1.72822,4
-62.1998,436.349,2.937,8
-58.3799,340.449,0.5361,5
-61.68,359.514,2.27882,7
-65.0501,354.425,4.3308,3
-50.37,296.411,0.643,5
-51.9599,315.333,1.6007,4
-53.0899,308.377,4.63282,2
-36.2,365.308,0.6438,2
-64.2999,353.506,4.5633,7
-54.2399,372.266,3.1743,3
-64.59,429.929,4.1222,6
-55.9499,345.468,3.4923,6
-68.1701,359.416,4.3371,9
-63.8901,347.48,3.3378,6
-64.3101,349.812,3.7644,4
-52.3699,277.408,4.47742,5
-60.1799,306.337,1.8098,5
-57.2701,329.396,2.9588,6
-53.4601,353.329,1.7061,7
-54.1498,349.471,4.49402,3
-52.4799,367.792,4.2669,2
-47.0299,296.371,0.36564,8
-58.3101,369.484,3.6497,5
-48.54,324.424,3.6174,1
-48.06,382.57,4.0444,6
-67.9198,423.517,2.1328,8
-56.5801,328.328,1.42452,5
-53.8399,372.476,1.654,6
-53.2899,288.395,1.2237,4
-59.8601,343.475,2.33712,7
-58.0801,344.325,2.0634,4
-46.8601,330.31,2.2157,5
-58.67,385.439,4.2727,5
-56.35,361.877,2.0835,3
-55.7999,328.368,1.1007,3
-52.55,356.532,2.4388,5
-67.2599,347.415,1.3678,9
-60.5002,400.552,2.0731,6
-41.67,292.339,0.2742,2
-57.5499,349.412,0.082,6
-62.59,320.429,3.8162,10
-56.22,362.478,0.6266,6
-53.0301,372.494,3.163,5
-58.5301,348.472,1.47852,8
-48.2199,346.313,2.315,7
-48.15,304.35,1.4015,3
-50.1801,254.33,0.1432,4
-51.9299,319.445,3.196,4
-61.5199,325.79,4.0028,5
-61.0201,355.442,0.83482,4
-63.9401,372.429,0.6874,6
-60.2901,350.463,2.266,7
-41.8001,308.363,0.9113,6
-60.5099,315.394,4.28932,5
-41.8102,321.446,2.8425,2
-63.5102,413.909,3.9525,7
-65.68,318.461,2.9873,6
-59.3399,347.448,1.78352,7
-51.69,328.372,2.419,2
-63.5602,355.866,2.2895,8
-52.3999,391.468,2.6979,3
-48.66,360.458,1.36602,4
-43.91,322.844,0.91328,6
-56.0201,339.386,2.03088,4
-46.4401,237.391,1.1066,3
-60.75,351.41,1.7998,7
-41.3899,262.335,0.3088,7
-61.3601,392.931,4.1806,6
-57.3599,355.438,2.13232,4
-49.61,292.36,1.8135,5
-46.94,268.382,1.2137,4
-60.25,389.471,2.3265,6
-57.1599,351.472,0.41972,5
-57.9902,398.854,4.0725,7
-51.5,416.283,2.57394,4
-53.3,366.215,1.43818,5
-46.4501,254.418,2.6097,7
-58.9898,445.519,4.43212,6
-43.4501,261.387,1.1092,5
-62.13,372.513,2.4828,2
-52.4701,311.451,1.4876,5
-61.2799,369.849,2.698,8
-51.6101,369.361,1.4452,6
-61.0099,349.475,2.23708,5
-66.5101,391.411,3.05422,6
-44.3701,286.397,0.95552,5
-54.8001,321.295,2.1572,3
-45.68,352.341,2.7776,4
-40.7599,290.352,0.52908,4
-48.3899,296.374,1.8871,4
-62.65,321.343,3.6533,8
-54.7301,377.832,1.6396,3
-67.0099,350.349,4.7975,3
-54.1399,334.449,1.9321,7
-60.78,426.904,2.6488,4
-46.8401,267.285,2.00312,4
-46.9799,278.396,1.5924,2
-50.0001,289.379,1.1421,3
-42.3299,239.344,2.0117,2
-47.88,339.782,4.2672,3
-50.4099,333.432,0.96,1
-48.0401,351.414,1.065,4
-51.37,355.699,4.5358,2
-47.83,324.344,1.52816,3
-53.47,317.388,4.5058,4
-50.9599,283.274,2.2058,6
-48.61,267.332,2.15988,4
-62.7201,353.492,1.8098,9
-54.2501,347.768,2.5795,5
-52.3001,301.306,2.31952,4
-38.6099,243.347,0.7885,5
-51.4401,350.419,0.20772,7
-58.9499,359.492,0.5969,7
-70.5399,342.483,3.0201,8
-58.9701,356.554,4.60044,7
-56.81,347.415,1.6485,5
-54.3099,371.416,2.16734,5
-61.7299,397.519,3.8444,2
-64.4201,447.52,4.9859,8
-62.0099,352.479,1.2358,6
-45.4601,265.361,0.60302,5
-58.68,334.395,2.6572,8
-53.4798,358.379,1.3212,4
-51.5601,338.31,0.5113,3
-65.65,388.464,2.8082,7
-74.2199,374.485,3.2572,7
-46.2301,287.338,2.9198,5
-54.6999,360.401,1.668,4
-51.0402,361.446,0.0035,4
-61.1801,308.344,2.6892,6
-54.34,263.385,2.94828,5
-52.8502,422.261,2.49392,5
-49.5198,344.402,3.47682,3
-52.5599,339.346,2.22042,5
-61.9501,343.431,2.0431,7
-61.38,349.381,2.8827,6
-48.28,262.344,1.8599,5
-50.4101,235.327,1.6609,5
-64.48,360.465,3.3471,4
-53.6199,339.371,2.88162,6
-49.11,308.381,3.90254,2
-46.8699,240.213,1.21202,2
-61.3701,350.865,4.3251,5
-54.7102,395.479,2.0046,6
-53.86,389.477,1.5747,4
-48.6899,270.327,1.1454,3
-55.4,355.379,1.1166,3
-39.99,266.341,1.32672,3
-68.3098,423.561,3.64698,10
-57.9499,352.485,1.20372,7
-55.5201,334.42,0.7492,6
-70.7702,376.447,4.796,5
-44.6499,255.383,2.113,4
-50.2599,358.464,0.1975,7
-60.67,321.509,2.4396,6
-47.1199,314.397,4.15982,2
-62.7899,387.427,2.3325,8
-60.85,325.84,2.444,6
-61.6399,374.51,4.2293,6
-59.1299,309.498,2.345,6
-47.6899,271.368,2.1216,4
-51.55,275.396,1.3011,5
-40.38,210.262,1.05068,3
-58.69,344.415,0.5705,8
-44.73,277.368,1.09608,2
-53.8901,370.409,0.856,5
-70.44,361.442,0.9561,10
-57.5601,303.736,2.9956,5
-40.1801,259.327,1.373,6
-48.1201,394.262,1.1387,4
-37.77,258.237,1.561,3
-60.7,350.365,3.69962,5
-61.7901,396.52,3.3419,3
-51.8901,346.456,1.7031,5
-53.9101,357.454,2.19512,5
-49.5399,263.366,3.2992,6
-54.2499,342.407,0.9615,6
-59.7401,383.286,2.1974,3
-66.8398,371.355,4.07952,8
-50.68,306.472,1.9411,9
-40.9601,216.325,0.5575,7
-57.4802,354.886,0.6397,7
-47.7401,319.413,1.43502,5
-63.37,355.438,2.27208,5
-64.7101,380.359,3.3176,6
-64.0099,417.269,4.2346,6
-51,337.744,4.7594,2
-66.8098,343.483,4.4334,9
-68.1,353.401,3.1669,6
-56.6501,340.427,2.48522,2
-48.7699,381.372,2.5514,7
-70.5302,357.542,3.8711,5
-55.3701,356.879,2.0217,3
-55.2598,341.927,2.8786,6
-63.19,359.43,0.26558,8
-59.8699,361.494,0.7702,8
-41.9901,222.292,0.53106,7
-49.9101,307.406,2.7908,5
-58.5298,390.879,2.31442,6
-53.4499,331.46,2.8164,5
-55.8901,335.473,1.7304,4
-51.0902,389.487,2.7252,4
-42.5099,358.419,1.952,2
-61.1499,386.477,0.71068,8
-59.9601,335.338,3.9308,3
-56.3999,338.289,4.2822,4
-38.0201,260.139,0.9885,4
-44.1102,372.244,1.2276,1
-48.7101,303.248,0.1378,3
-51.29,262.353,2.0404,6
-69.0998,357.458,1.67812,7
-52.1201,346.474,0.6146,5
-41.6701,286.404,3.0263,5
-62.7099,355.438,2.1696,5
-48.9398,332.404,2.6726,6
-51.6201,378.502,1.1515,5
-52.1201,361.877,3.34532,4
-53.0401,359.445,1.9948,4
-50.4401,263.341,0.82806,6
-46.6899,274.343,1.94578,3
-40.6899,228.336,0.7348,6
-46.0201,361.489,0.6933,2
-51.81,321.402,2.57534,5
-50.71,279.334,2.95438,4
-46.9901,276.302,2.073,5
-58.6499,348.447,2.02702,6
-59.69,350.528,3.6351,9
